# Insert your annotations below. Mouse-over the headers to see instructions. Contact maxh@ucsc.edu if you have questions on this form or suggestions.,,,,,,
"# Note that the annotations do not go immediately to the public site, they are only made public once per day. To show the current version of the annotations track, click this link:",,,,,,https://genome-test.gi.ucsc.edu/cgi-bin/hgTracks?db=wuhCor1&hubUrl=https://hgwdev.gi.ucsc.edu/~max/userAnnots/hub.txt
Start,End,Label,Category,Long descriptive text,URL to website or paper with further info,Your email
3302,3321,Nsp3_gene_BIP_-aln,primers,RT-LAMP primer (- strand aln),https://www.biorxiv.org/content/10.1101/2020.03.09.983064v2.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
22558,22600,S309_binding_site,primers,Binding site for neutralizing antibody S309,https://www.biorxiv.org/content/10.1101/2020.04.07.023903v2.full.pdf,jferna10@ucsc.edu
22621,22645,S309_binding_site,primers,Binding site for neutralizing antibody S309,https://www.biorxiv.org/content/10.1101/2020.04.07.023903v2.full.pdf,jferna10@ucsc.edu
22879,22894,S309_binding_site,primers,Binding site for neutralizing antibody S309,https://www.biorxiv.org/content/10.1101/2020.04.07.023903v2.full.pdf,jferna10@ucsc.edu
23044,23047,S309_binding_site,primers,Binding site for neutralizing antibody S309,https://www.biorxiv.org/content/10.1101/2020.04.07.023903v2.full.pdf,jferna10@ucsc.edu
28947,28954,NES,proteins,"Predicted Nuclear Export Signal, recently evolved in human and bat SARS-like viruses",https://www.biorxiv.org/content/10.1101/2020.04.05.026450v2,haussler@ucsc.edu
29116,29125,NLS,proteins,"Predicted Nuclear Localization Signal, recently evolved in human and bat SARS-like viruses",https://www.biorxiv.org/content/10.1101/2020.04.05.026450v2,haussler@ucsc.edu
29377,29395,NLS,proteins,"Predicted Nuclear Localization Signal, recently evolved in human and bat SARS-like viruses",https://www.biorxiv.org/content/10.1101/2020.04.05.026450v2,haussler@ucsc.edu
29419,29440,NLS,proteins,"Predicted Nuclear Localization Signal, recently evolved in human and bat SARS-like viruses",https://www.biorxiv.org/content/10.1101/2020.04.05.026450v2,haussler@ucsc.edu
29038,29050,NLS,proteins,"Predicted Nuclear Localization Signal, recently evolved in human and bat SARS-like viruses",https://www.biorxiv.org/content/10.1101/2020.04.05.026450v2,haussler@ucsc.edu
22978,23020,insertion,evolution,"Evolutionarily recent insertion of new bases in human and bat SARS-like viruses, altered further in SARS-CoV-2",https://www.biorxiv.org/content/10.1101/2020.04.05.026450v2,haussler@ucsc.edu
24232,24244,insertion,evolution,Evolutionarily recent insertion of new bases in human and bat SARS-like viruses,https://www.biorxiv.org/content/10.1101/2020.04.05.026450v2,haussler@ucsc.edu
28880,28883,3subs,evolution,"3 consecutive base par substitutions in SARS-CoV-2, defining a subclade of Nextstrain Clade A2a",https://www.biorxiv.org/content/10.1101/2020.04.10.029454v1,haussler@ucsc.edu
26394,26421,BH3-like,proteins,BH3-like motif that is evolutionarily conserved. Predicted to bind members of the Bcl-2 protein family,https://www.biorxiv.org/content/10.1101/2020.04.09.033522v1.full.pdf,haussler@ucsc.edu
22666,22678,CR3022_binding,antibodies,"CR3022 is a neutralizing antibody against SARS1, has some affinity for SARS-CoV-2",https://science.sciencemag.org/content/early/2020/04/02/science.abb7269,jferna10@ucsc.edu
22681,22720,CR3022_binding,antibodies,"CR3022 is a neutralizing antibody against SARS1, has some affinity for SARS-CoV-2",https://science.sciencemag.org/content/early/2020/04/02/science.abb7269,jferna10@ucsc.edu
22726,22732,CR3022_binding,antibodies,"CR3022 is a neutralizing antibody against SARS1, has some affinity for SARS-CoV-2",https://science.sciencemag.org/content/early/2020/04/02/science.abb7269,jferna10@ucsc.edu
22735,22738,CR3022_binding,antibodies,"CR3022 is a neutralizing antibody against SARS1, has some affinity for SARS-CoV-2",https://science.sciencemag.org/content/early/2020/04/02/science.abb7269,jferna10@ucsc.edu
22840,22852,CR3022_binding,antibodies,"CR3022 is a neutralizing antibody against SARS1, has some affinity for SARS-CoV-2",https://science.sciencemag.org/content/early/2020/04/02/science.abb7269,jferna10@ucsc.edu
23104,23113,CR3022_binding,antibodies,"CR3022 is a neutralizing antibody against SARS1, has some affinity for SARS-CoV-2",https://science.sciencemag.org/content/early/2020/04/02/science.abb7269,jferna10@ucsc.edu
23116,23119,CR3022_binding,antibodies,"CR3022 is a neutralizing antibody against SARS1, has some affinity for SARS-CoV-2",https://science.sciencemag.org/content/early/2020/04/02/science.abb7269,jferna10@ucsc.edu
28958,28990,N-gene_-aln,primers,Forward primer sequence for SARS-CoV-2 N-gene in AIOD-CRISPR Cas12a assay,https://www.biorxiv.org/content/10.1101/2020.03.19.998724v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28870,28902,N-gene_+aln,primers,Reverse primer sequence for SARS-CoV-2 N-gene in AIOD-CRISPR Cas12a assay,https://www.biorxiv.org/content/10.1101/2020.03.19.998724v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28903,28922,N-gene_crRNA_-aln,primers,N-gene crRNA target sequence used for AOID-CRISPR cas12a assay,https://www.biorxiv.org/content/10.1101/2020.03.19.998724v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
1,450,5'UTR_conserved,RNA,"5' UTR structured RNA found to be highly conserved among SARS-CoV-2 and other betacoronaviruses, potential target for antivirals",https://www.biorxiv.org/content/10.1101/2020.03.27.012906v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
29543,29903,3'UTR_conserved,RNA,"3' UTR structured RNA found to be highly conserved among SARS-CoV-2 and other betacoronaviruses, potential target for antivirals",https://www.biorxiv.org/content/10.1101/2020.03.27.012906v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
919,1038,structuralRNA_conserved,RNA,"Other highly conserved structural region for SARS-CoV-2 and other betacoronaviruses, a potential target for antivirals",https://www.biorxiv.org/content/10.1101/2020.03.27.012906v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
13459,13546,frameshift_conserved,RNA,frameshift element structural RNA found to be highly conserved among SARS-CoV-2 and other betacoronaviruses,https://www.biorxiv.org/content/10.1101/2020.03.27.012906v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
10009,10035,RNA_conserved,RNA,Unstructured conserved RNA common to SARS-CoV-2 and other betacoronaviruses. Unstructed conserved regions may be most easily targeted in primer-based diagnostic and oligonucleotide-based therapeutic strategies,https://www.biorxiv.org/content/10.1101/2020.03.27.012906v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
22918,22939,GAGbinding_motif,proteins,Glycosaminoglycan binding motif experimentally and computationally predicted to bind heparin,https://www.biorxiv.org/content/10.1101/2020.04.14.041459v1,haussler@ucsc.edu
23602,23620,GAGbinding_motif,proteins,Glycosaminoglycan binding motif experimentally and computationally predicted to bind heparin,https://www.biorxiv.org/content/10.1101/2020.04.14.041459v1,haussler@ucsc.edu
23584,23597,deletion,evolution,common deletion in SARS-CoV-2,http://virological.org/t/identification-of-a-common-deletion-in-the-spike-protein-of-sars-cov-2/451,maxh@ucsc.edu
23596,23617,deletion,evolution,common deletion in SARS-CoV-2,http://virological.org/t/identification-of-a-common-deletion-in-the-spike-protein-of-sars-cov-2/451,maxh@ucsc.edu
28566,28590,Ngene_LF_-aln,primers,Ngene LAMP LF primer sequence (-aln),https://www.biorxiv.org/content/10.1101/2020.04.20.048066v2.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28654,28675,Ngene_BIP_+aln,primers,Ngene LAMP BIP primer sequence (+aln) ,https://www.biorxiv.org/content/10.1101/2020.04.20.048066v2.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28605,28626,Ngene_FIP_-aln,primers,Ngene LAMP FIP primer sequence (-aln),https://www.biorxiv.org/content/10.1101/2020.04.20.048066v2.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28676,28696,Ngene_LB_+aln,primers,Ngene LAMP LB primer sequence (+aln),https://www.biorxiv.org/content/10.1101/2020.04.20.048066v2.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28722,28741,Ngene_B3_-aln,primers,Ngene LAMP B3 primer sequence (-aln),https://www.biorxiv.org/content/10.1101/2020.04.20.048066v2.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
26292,26354,E_SECReTE_motif,RNA,"SECReTE motif that facilitates mRNA localization to the ER, present more frequently in (+) ssRNA viruses which utilize ER membranes to create VRCs. Thought to be important for VRC formation by SARS-CoV-2, serves as a possible drug target.",https://www.biorxiv.org/content/10.1101/2020.04.20.050088v1.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
809,859,nsp2_SECReTE_motif,RNA,"SECReTE motif that facilitates mRNA localization to the ER, present more frequently in (+) ssRNA viruses which utilize ER membranes to create VRCs. Thought to be important for VRC formation by SARS-CoV-2, serves as a possible drug target.",https://www.biorxiv.org/content/10.1101/2020.04.20.050088v1.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
27791,27838,Orf7b_SECReTE_motif,RNA,"SECReTE motif that facilitates mRNA localization to the ER, present more frequently in (+) ssRNA viruses which utilize ER membranes to create VRCs. Thought to be important for VRC formation by SARS-CoV-2, serves as a possible drug target.",https://www.biorxiv.org/content/10.1101/2020.04.20.050088v1.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
14773,14817,nsp12RdRp_SECReTE_motif,RNA,"SECReTE motif that facilitates mRNA localization to the ER, present more frequently in (+) ssRNA viruses which utilize ER membranes to create VRCs. Thought to be important for VRC formation by SARS-CoV-2, serves as a possible drug target.",https://www.biorxiv.org/content/10.1101/2020.04.20.050088v1.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
21559,21597,S_SECReTE_motif,RNA,"SECReTE motif that facilitates mRNA localization to the ER, present more frequently in (+) ssRNA viruses which utilize ER membranes to create VRCs. Thought to be important for VRC formation by SARS-CoV-2, serves as a possible drug target.",https://www.biorxiv.org/content/10.1101/2020.04.20.050088v1.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
11011,11049,nsp6_SECReTE_motif,RNA,"SECReTE motif that facilitates mRNA localization to the ER, present more frequently in (+) ssRNA viruses which utilize ER membranes to create VRCs. Thought to be important for VRC formation by SARS-CoV-2, serves as a possible drug target.",https://www.biorxiv.org/content/10.1101/2020.04.20.050088v1.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
27147,27176,M_SECReTE_motif,RNA,"SECReTE motif that facilitates mRNA localization to the ER, present more frequently in (+) ssRNA viruses which utilize ER membranes to create VRCs. Thought to be important for VRC formation by SARS-CoV-2, serves as a possible drug target.",https://www.biorxiv.org/content/10.1101/2020.04.20.050088v1.full,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
14408,14409,RdRp_missence ,evolution,P->L point mutation in RdRp region adjacent to a target of many of the antivirals being used to treat COVID19 patients. Appearance of this mutation also coincides with a dramatic spike in COVID19 cases in Europe according to the WHO. ,https://assets.researchsquare.com/files/rs-20304/v1/manuscript.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
23403,23404,substitution,evolution,common missense mutation in SARS-CoV-2 with a notably high difference in resulting isoelectric point (D->G),https://assets.researchsquare.com/files/rs-20304/v1/manuscript.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28881,28882,substitution,evolution,common double substitution in SARS-CoV-2 with a notably high difference in resulting isoelectric points (R->K) and (G->R),https://assets.researchsquare.com/files/rs-20304/v1/manuscript.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
22660,22663,V367F_substitution,evolution,V->F substitution isolated in the S protein RBD region which binds with human ACE2 receptors. Isolated in strains from Hong Kong and France and shown to reduce binding affinity,https://www.biorxiv.org/content/10.1101/2020.05.02.071811v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
22873,22876,S438F_substitution,evolution,"S->F substitution isolated in the S protein RBD region which binds with human ACE2 receptors. Isolated in strains from India, shown to reduce binding affinity.",https://www.biorxiv.org/content/10.1101/2020.05.02.071811v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
22987,22990,G476S_substitution,evolution,"G->S substitution isolated in the S protein RBD which binds with human ACE2 receptors. Isolated in strains from the US and Belgium, shown to reduce binding affinity",https://www.biorxiv.org/content/10.1101/2020.05.02.071811v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
23008,23011,V483A_substitution,evolution,"V->A substitution isolated in the S protein RBD which binds with human ACE2 receptors. Isolated in 16 strains unique to the US, shown to reduce binding affinity.",https://www.biorxiv.org/content/10.1101/2020.05.02.071811v1.full.pdf,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28891,28912,Ngene_BIP_+aln,primers,Ngene RT-LAMP primer sequence. This assay shows particularly promising speed and sensitivity,https://www.biorxiv.org/content/10.1101/2020.04.21.052530v1.article-info,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28864,28885,Ngene_FIP_-aln,primers,Ngene RT-LAMP primer sequence. This assay shows particularly promising speed and sensitivity,https://www.biorxiv.org/content/10.1101/2020.04.21.052530v1.article-info,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28825,28845,Ngene_LF_-aln,primers,Ngene RT-LAMP primer sequence. This assay shows particularly promising speed and sensitivity,https://www.biorxiv.org/content/10.1101/2020.04.21.052530v1.article-info,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
28987,29006,Ngene_B3_-aln,primers,Ngene RT-LAMP primer sequence. This assay shows particularly promising speed and sensitivity,https://www.biorxiv.org/content/10.1101/2020.04.21.052530v1.article-info,"kiley.charbonneau@ucsf.edu, maureen.lewis@ucsf.edu, kord.kober@ucsf.edu"
